"","stressor.year","stressor.months","stressor.state","stressor.stressor","stressor.stress_pct"
"2556",2017,"April-June","Arkansas","Unknown",3.1
"2557",2017,"April-June","California","Varroa mites",36.1
"2558",2017,"April-June","California","Other pests/parasites",7.5
"2559",2017,"April-June","California","Disesases",2.9
"2560",2017,"April-June","California","Pesticides",12.4
"2561",2017,"April-June","California","Other",4.7
"2562",2017,"April-June","California","Unknown",3
"2563",2017,"April-June","Colorado","Varroa mites",31.6
"2564",2017,"April-June","Colorado","Other pests/parasites",0.9
"2565",2017,"April-June","Colorado","Disesases",5.3
"2566",2017,"April-June","Colorado","Pesticides",3.2
"2567",2017,"April-June","Colorado","Other",4.7
"2568",2017,"April-June","Colorado","Unknown",0.1
"2569",2017,"April-June","Connecticut","Varroa mites",9.7
"2570",2017,"April-June","Connecticut","Other pests/parasites",0.2
"2571",2017,"April-June","Connecticut","Disesases",NA
"2572",2017,"April-June","Connecticut","Pesticides",0.5
"2573",2017,"April-June","Connecticut","Other",2
"2574",2017,"April-June","Connecticut","Unknown",0.7
"2575",2017,"April-June","Florida","Varroa mites",36.3
"2576",2017,"April-June","Florida","Other pests/parasites",14.3
"2577",2017,"April-June","Florida","Disesases",6.1
"2578",2017,"April-June","Florida","Pesticides",9
"2579",2017,"April-June","Florida","Other",6.4
"2580",2017,"April-June","Florida","Unknown",18.6
"2581",2017,"April-June","Georgia","Varroa mites",33
"2582",2017,"April-June","Georgia","Other pests/parasites",5.6
"2583",2017,"April-June","Georgia","Disesases",1
"2584",2017,"April-June","Georgia","Pesticides",6.7
"2585",2017,"April-June","Georgia","Other",6.3
"2586",2017,"April-June","Georgia","Unknown",2.8
"2587",2017,"April-June","Hawaii","Varroa mites",89.5
"2588",2017,"April-June","Hawaii","Other pests/parasites",3.5
"2589",2017,"April-June","Hawaii","Disesases",NA
"2590",2017,"April-June","Hawaii","Pesticides",NA
"2591",2017,"April-June","Hawaii","Other",0.4
"2592",2017,"April-June","Hawaii","Unknown",NA
"2593",2017,"April-June","Idaho","Varroa mites",31.2
"2594",2017,"April-June","Idaho","Other pests/parasites",7.4
"2595",2017,"April-June","Idaho","Disesases",3.9
"2596",2017,"April-June","Idaho","Pesticides",8.2
"2597",2017,"April-June","Idaho","Other",7.7
"2598",2017,"April-June","Idaho","Unknown",4.7
"2599",2017,"April-June","Illinois","Varroa mites",11
"2600",2017,"April-June","Illinois","Other pests/parasites",4.2
"2601",2017,"April-June","Illinois","Disesases",0.7
"2602",2017,"April-June","Illinois","Pesticides",2.9
"2603",2017,"April-June","Illinois","Other",5.5
"2604",2017,"April-June","Illinois","Unknown",1.4
"2605",2017,"April-June","Indiana","Varroa mites",5.9
"2606",2017,"April-June","Indiana","Other pests/parasites",2.3
"2607",2017,"April-June","Indiana","Disesases",0.1
"2608",2017,"April-June","Indiana","Pesticides",32.1
"2609",2017,"April-June","Indiana","Other",8.6
"2610",2017,"April-June","Indiana","Unknown",1.3
"2611",2017,"April-June","Iowa","Varroa mites",39.4
"2612",2017,"April-June","Iowa","Other pests/parasites",27.7
"2613",2017,"April-June","Iowa","Disesases",7.6
"2614",2017,"April-June","Iowa","Pesticides",26.7
"2615",2017,"April-June","Iowa","Other",8.2
"2616",2017,"April-June","Iowa","Unknown",0.9
"2617",2017,"April-June","Kansas","Varroa mites",19.7
"2618",2017,"April-June","Kansas","Other pests/parasites",9.6
"2619",2017,"April-June","Kansas","Disesases",0.7
"2620",2017,"April-June","Kansas","Pesticides",22.2
"2621",2017,"April-June","Kansas","Other",1.8
"2622",2017,"April-June","Kansas","Unknown",7.8
"2623",2017,"April-June","Kentucky","Varroa mites",28.5
"2624",2017,"April-June","Kentucky","Other pests/parasites",12.9
"2625",2017,"April-June","Kentucky","Disesases",1.1
"2626",2017,"April-June","Kentucky","Pesticides",5
"2627",2017,"April-June","Kentucky","Other",4.8
"2628",2017,"April-June","Kentucky","Unknown",2.1
"2629",2017,"April-June","Louisiana","Varroa mites",26.2
"2630",2017,"April-June","Louisiana","Other pests/parasites",3.5
"2631",2017,"April-June","Louisiana","Disesases",NA
"2632",2017,"April-June","Louisiana","Pesticides",2.1
"2633",2017,"April-June","Louisiana","Other",1.6
"2634",2017,"April-June","Louisiana","Unknown",0.7
"2635",2017,"April-June","Maine","Varroa mites",3.6
"2636",2017,"April-June","Maine","Other pests/parasites",3.6
"2637",2017,"April-June","Maine","Disesases",3.4
"2638",2017,"April-June","Maine","Pesticides",3.6
"2639",2017,"April-June","Maine","Other",1.6
"2640",2017,"April-June","Maine","Unknown",14.2
"2641",2017,"April-June","Maryland","Varroa mites",3.3
"2642",2017,"April-June","Maryland","Other pests/parasites",6.9
"2643",2017,"April-June","Maryland","Disesases",0.7
"2644",2017,"April-June","Maryland","Pesticides",0.2
"2645",2017,"April-June","Maryland","Other",2
"2646",2017,"April-June","Maryland","Unknown",1
"2647",2017,"April-June","Massachusetts","Varroa mites",13.8
"2648",2017,"April-June","Massachusetts","Other pests/parasites",11.4
"2649",2017,"April-June","Massachusetts","Disesases",11.8
"2650",2017,"April-June","Massachusetts","Pesticides",9.9
"2651",2017,"April-June","Massachusetts","Other",0.4
"2652",2017,"April-June","Massachusetts","Unknown",1.6
"2653",2017,"April-June","Michigan","Varroa mites",24.4
"2654",2017,"April-June","Michigan","Other pests/parasites",9.8
"2655",2017,"April-June","Michigan","Disesases",0.2
"2656",2017,"April-June","Michigan","Pesticides",1.7
"2657",2017,"April-June","Michigan","Other",1
"2658",2017,"April-June","Michigan","Unknown",0.6
"2659",2017,"April-June","Minnesota","Varroa mites",21.4
"2660",2017,"April-June","Minnesota","Other pests/parasites",4.7
"2661",2017,"April-June","Minnesota","Disesases",2.4
"2662",2017,"April-June","Minnesota","Pesticides",13.3
"2663",2017,"April-June","Minnesota","Other",6.6
"2664",2017,"April-June","Minnesota","Unknown",2.2
"2665",2017,"April-June","Mississippi","Varroa mites",14.4
"2666",2017,"April-June","Mississippi","Other pests/parasites",0.6
"2667",2017,"April-June","Mississippi","Disesases",NA
"2668",2017,"April-June","Mississippi","Pesticides",1.3
"2669",2017,"April-June","Mississippi","Other",2.9
"2670",2017,"April-June","Mississippi","Unknown",0.5
"2671",2017,"April-June","Missouri","Varroa mites",13.8
"2672",2017,"April-June","Missouri","Other pests/parasites",8.7
"2673",2017,"April-June","Missouri","Disesases",3
"2674",2017,"April-June","Missouri","Pesticides",1
"2675",2017,"April-June","Missouri","Other",5.1
"2676",2017,"April-June","Missouri","Unknown",1.8
"2677",2017,"April-June","Montana","Varroa mites",24.3
"2678",2017,"April-June","Montana","Other pests/parasites",3.8
"2679",2017,"April-June","Montana","Disesases",4.2
"2680",2017,"April-June","Montana","Pesticides",3.3
"2681",2017,"April-June","Montana","Other",4.4
"2682",2017,"April-June","Montana","Unknown",0.6
"2683",2017,"April-June","Nebraska","Varroa mites",73.8
"2684",2017,"April-June","Nebraska","Other pests/parasites",67.2
"2685",2017,"April-June","Nebraska","Disesases",0.7
"2686",2017,"April-June","Nebraska","Pesticides",66.6
"2687",2017,"April-June","Nebraska","Other",8.9
"2688",2017,"April-June","Nebraska","Unknown",0.5
"2689",2017,"April-June","New Jersey","Varroa mites",24.1
"2690",2017,"April-June","New Jersey","Other pests/parasites",5.4
"2691",2017,"April-June","New Jersey","Disesases",2.3
"2692",2017,"April-June","New Jersey","Pesticides",1.9
"2693",2017,"April-June","New Jersey","Other",0.3
"2694",2017,"April-June","New Jersey","Unknown",0.7
"2695",2017,"April-June","New Mexico","Varroa mites",88.4
"2696",2017,"April-June","New Mexico","Other pests/parasites",0.6
"2697",2017,"April-June","New Mexico","Disesases",72.9
"2698",2017,"April-June","New Mexico","Pesticides",NA
"2699",2017,"April-June","New Mexico","Other",35.6
"2700",2017,"April-June","New Mexico","Unknown",0.6
"2701",2017,"April-June","New York","Varroa mites",21.7
"2702",2017,"April-June","New York","Other pests/parasites",2.2
"2703",2017,"April-June","New York","Disesases",2.2
"2704",2017,"April-June","New York","Pesticides",2.1
"2705",2017,"April-June","New York","Other",9.1
"2706",2017,"April-June","New York","Unknown",0.1
"2707",2017,"April-June","North Carolina","Varroa mites",23.4
"2708",2017,"April-June","North Carolina","Other pests/parasites",5.5
"2709",2017,"April-June","North Carolina","Disesases",2.3
"2710",2017,"April-June","North Carolina","Pesticides",0.8
"2711",2017,"April-June","North Carolina","Other",5.1
"2712",2017,"April-June","North Carolina","Unknown",1.5
"2713",2017,"April-June","North Dakota","Varroa mites",27.9
"2714",2017,"April-June","North Dakota","Other pests/parasites",3.6
"2715",2017,"April-June","North Dakota","Disesases",2.8
"2716",2017,"April-June","North Dakota","Pesticides",5.4
"2717",2017,"April-June","North Dakota","Other",3
"2718",2017,"April-June","North Dakota","Unknown",0.4
"2719",2017,"April-June","Ohio","Varroa mites",45.6
"2720",2017,"April-June","Ohio","Other pests/parasites",6.4
"2721",2017,"April-June","Ohio","Disesases",6.2
"2722",2017,"April-June","Ohio","Pesticides",10.5
"2723",2017,"April-June","Ohio","Other",16.8
"2724",2017,"April-June","Ohio","Unknown",3
"2725",2017,"April-June","Oklahoma","Varroa mites",23
"2726",2017,"April-June","Oklahoma","Other pests/parasites",1.6
"2727",2017,"April-June","Oklahoma","Disesases",11.1
"2728",2017,"April-June","Oklahoma","Pesticides",0.3
"2729",2017,"April-June","Oklahoma","Other",7.6
"2730",2017,"April-June","Oklahoma","Unknown",0.2
"2731",2017,"April-June","Oregon","Varroa mites",32.7
"2732",2017,"April-June","Oregon","Other pests/parasites",9
"2733",2017,"April-June","Oregon","Disesases",10.2
"2734",2017,"April-June","Oregon","Pesticides",3.6
"2735",2017,"April-June","Oregon","Other",14.8
"2736",2017,"April-June","Oregon","Unknown",9.6
"2737",2017,"April-June","Pennsylvania","Varroa mites",13.9
"2738",2017,"April-June","Pennsylvania","Other pests/parasites",1
"2739",2017,"April-June","Pennsylvania","Disesases",0.8
"2740",2017,"April-June","Pennsylvania","Pesticides",1.4
"2741",2017,"April-June","Pennsylvania","Other",2.4
"2742",2017,"April-June","Pennsylvania","Unknown",1.6
"2743",2017,"April-June","South Carolina","Varroa mites",23.9
"2744",2017,"April-June","South Carolina","Other pests/parasites",21.3
"2745",2017,"April-June","South Carolina","Disesases",14.7
"2746",2017,"April-June","South Carolina","Pesticides",17.9
"2747",2017,"April-June","South Carolina","Other",4.1
"2748",2017,"April-June","South Carolina","Unknown",0.3
"2749",2017,"April-June","South Dakota","Varroa mites",20.9
"2750",2017,"April-June","South Dakota","Other pests/parasites",1.4
"2751",2017,"April-June","South Dakota","Disesases",1.3
"2752",2017,"April-June","South Dakota","Pesticides",9.7
"2753",2017,"April-June","South Dakota","Other",6.2
"2754",2017,"April-June","South Dakota","Unknown",3.6
"2755",2017,"April-June","Tennessee","Varroa mites",47.4
"2756",2017,"April-June","Tennessee","Other pests/parasites",24.9
"2757",2017,"April-June","Tennessee","Disesases",1
"2758",2017,"April-June","Tennessee","Pesticides",3.1
"2759",2017,"April-June","Tennessee","Other",10.4
"2760",2017,"April-June","Tennessee","Unknown",3.9
"2761",2017,"April-June","Texas","Varroa mites",28.8
"2762",2017,"April-June","Texas","Other pests/parasites",16.6
"2763",2017,"April-June","Texas","Disesases",1.5
"2764",2017,"April-June","Texas","Pesticides",12.5
"2765",2017,"April-June","Texas","Other",2.9
"2766",2017,"April-June","Texas","Unknown",1.1
"2767",2017,"April-June","Utah","Varroa mites",32.2
"2768",2017,"April-June","Utah","Other pests/parasites",1.1
"2769",2017,"April-June","Utah","Disesases",0.2
"2770",2017,"April-June","Utah","Pesticides",0.1
"2771",2017,"April-June","Utah","Other",10.9
"2772",2017,"April-June","Utah","Unknown",NA
"2773",2017,"April-June","Vermont","Varroa mites",3.3
"2774",2017,"April-June","Vermont","Other pests/parasites",0.3
"2775",2017,"April-June","Vermont","Disesases",0.3
"2776",2017,"April-June","Vermont","Pesticides",NA
"2777",2017,"April-June","Vermont","Other",0.2
"2778",2017,"April-June","Vermont","Unknown",0.5
"2779",2017,"April-June","Virginia","Varroa mites",19.8
"2780",2017,"April-June","Virginia","Other pests/parasites",19.1
"2781",2017,"April-June","Virginia","Disesases",1
"2782",2017,"April-June","Virginia","Pesticides",5.3
"2783",2017,"April-June","Virginia","Other",1.9
"2784",2017,"April-June","Virginia","Unknown",4.8
"2785",2017,"April-June","Washington","Varroa mites",19.5
"2786",2017,"April-June","Washington","Other pests/parasites",4.7
"2787",2017,"April-June","Washington","Disesases",3.6
"2788",2017,"April-June","Washington","Pesticides",6.7
"2789",2017,"April-June","Washington","Other",3.1
"2790",2017,"April-June","Washington","Unknown",0.4
"2791",2017,"April-June","West Virginia","Varroa mites",11.5
"2792",2017,"April-June","West Virginia","Other pests/parasites",1.5
"2793",2017,"April-June","West Virginia","Disesases",1.7
"2794",2017,"April-June","West Virginia","Pesticides",0.4
"2795",2017,"April-June","West Virginia","Other",3.6
"2796",2017,"April-June","West Virginia","Unknown",1.6
"2797",2017,"April-June","Wisconsin","Varroa mites",13.7
"2798",2017,"April-June","Wisconsin","Other pests/parasites",1.6
"2799",2017,"April-June","Wisconsin","Disesases",1.7
"2800",2017,"April-June","Wisconsin","Pesticides",2.1
"2801",2017,"April-June","Wisconsin","Other",2.5
"2802",2017,"April-June","Wisconsin","Unknown",0.3
"2803",2017,"April-June","Wyoming","Varroa mites",37.8
"2804",2017,"April-June","Wyoming","Other pests/parasites",3.3
"2805",2017,"April-June","Wyoming","Disesases",11.6
"2806",2017,"April-June","Wyoming","Pesticides",2.6
"2807",2017,"April-June","Wyoming","Other",7.4
"2808",2017,"April-June","Wyoming","Unknown",2.1
"2809",2017,"April-June","Other States","Varroa mites",6.8
"2810",2017,"April-June","Other States","Other pests/parasites",0.4
"2811",2017,"April-June","Other States","Disesases",0.3
